159810		Hexanchiformes							N	valid		TWG standards met	complete	1998	0	1996-06-13 14:51:08	563987		13882		0	5	100		
159851		Lamniformes								valid		TWG standards met	complete	2003	0	1996-06-13 14:51:08	563987		0		0	5	100	No	
159984		Scyliorhinoidei							N	invalid	junior synonym	TWG standards met	unknown	1998	0	1996-06-13 14:51:08	0		0		0	5	100		
160602		Squaliformes								valid		TWG standards met	partial	2003	0	1996-06-13 14:51:08	563987		13882		0	5	100	No	
160603		Squaloidei							N	invalid	junior synonym	TWG standards met	unknown	1998	0	1996-06-13 14:51:08	0		0		0	5	100		
160782		Squatinoidei							N	invalid	junior synonym	TWG standards met	unknown	1998	0	1996-06-13 14:51:08	0		0		0	5	100		
160805		Batidoidimorpha								invalid	junior synonym	TWG standards met	unknown	2004	0	1996-06-13 14:51:08	0		0		0	5	90	No	
160806		Rajiformes								valid		TWG standards met	partial	2003	0	1996-06-13 14:51:08	563987		0		0	5	100	No	
161008		Holocephali								valid		TWG standards met	partial	2013	0	1996-06-13 14:51:08	159785		0		0	5	70	No	
161009		Chimaeriformes								valid		TWG standards met	partial	2013	0	1996-06-13 14:51:08	161008		0		0	5	100	No	
161030		Osteichthyes								valid		TWG standards met	partial	2013	0	1996-06-13 14:51:08	914179		0		0	5	50	No	
161031		Dipneusti								invalid	other see comments	TWG standards met	unknown	2004	0	1996-06-13 14:51:08	0		0		0	5	70	No	
161032		Ceratodimorpha								invalid	unavailable literature misspelling	TWG standards met	unknown	2004	0	1996-06-13 14:51:08	0		0		0	5	90	No	
161033		Ceratodontiformes								valid		TWG standards met	partial	2004	0	1996-06-13 14:51:08	649766		0		0	5	100	No	
161034		Dipnoi								invalid	unavailable database artifact	TWG standards met	unknown	2004	0	1996-06-13 14:51:08	0		0		0	5	100	No	
161038		Lepidosireniformes								valid		TWG standards met	partial	2004	0	1996-06-13 14:51:08	649766		0		0	5	100	No	
161039		Dipnoi								valid		TWG standards met	partial	2004	0	1996-06-13 14:51:08	161048		0		0	5	70	No	
161048		Sarcopterygii								valid		TWG standards met	partial	2013	0	1996-06-13 14:51:08	161030		0		0	5	60	No	
161049		Coelacanthimorpha								valid		TWG standards met	partial	2004	0	1996-06-13 14:51:08	161048		0		0	5	70	No	
161050		Coelacanthiformes								valid		TWG standards met	partial	2004	0	1996-06-13 14:51:08	161049		0		0	5	100	No	
161052		Brachiopterygii								invalid	junior synonym	TWG standards met	unknown	2004	0	1996-06-13 14:51:08	0		0		0	5	100	No	
161053		Polypteriformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161062		0		0	5	100	No	
161061		Actinopterygii								valid		TWG standards met	partial	2013	0	1996-06-13 14:51:08	161030		0		0	5	60	No	
161062		Chondrostei								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161061		0		0	5	70	No	
161063		Acipenseriformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161062		0		0	5	100	No	
161089		Holostei								invalid	other see comments	TWG standards met	unknown	2003	0	1996-06-13 14:51:08	0		0		0	5	80	No	
161090		Semionotiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	553120		0		0	5	100	No	
161100		Amiiformes								valid		TWG standards met	complete	2003	0	1996-06-13 14:51:08	553120		0		0	5	100	No	
161105		Teleostei							N	valid		TWG standards met	partial	1998	0	1996-06-13 14:51:08	553120		0		0	5	80		
161106		Elopomorpha								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161105		0		0	5	90	No	
161107		Elopiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161106		0		0	5	100	No	
161123		Anguilliformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161106		0		0	5	100	No	
161693		Clupeomorpha								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161105		0		0	5	90	No	
161694		Clupeiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161693		0		0	5	100	No	
161885		Osteoglossomorpha								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161105		0		0	5	90	No	
161886		Osteoglossiformes								valid		TWG standards met	complete	2004	0	1996-06-13 14:51:08	161885		0		0	5	100	No	
161928		Protacanthopterygii								valid		TWG standards met	partial	2003	0	1996-06-13 14:51:08	161105		0		0	5	90	No	
161929		Salmoniformes								valid		TWG standards met	complete	2003	0	1996-06-13 14:51:08	161928		0		0	5	100	No	
